,price
0,316146.113892
1,430153.225673
2,291630.06181
3,280222.631946
4,281690.664786
5,285122.801005
6,318222.069087
7,265370.752818
8,321110.798354
9,291136.410562
10,265671.567683
11,282707.80739
12,297656.54211
13,262666.691284
14,267999.40033
15,362469.240641
16,338204.070514
17,285852.156206
18,280999.759449
19,328028.34709
20,392491.923723
21,365475.763805
22,280603.0079
23,349746.404732
24,292500.723502
25,280202.631839
26,401599.058392
27,318875.899571
28,273256.952707
29,316560.811077
30,305214.169956
31,293624.941752
32,335033.377144
33,280202.631839
34,337993.410026
35,315194.035312
36,290262.719216
37,299500.620523
38,295860.451639
39,289795.603539
40,361987.434701
41,351302.590155
42,292870.668097
43,324098.073693
44,283568.274429
45,333558.727751
46,275252.333087
47,287714.002992
48,330933.281531
49,275567.855042
50,326603.667634
51,322607.91626
52,402345.622087
53,458043.550009
54,415612.855474
55,460409.481035
56,382769.738385
57,465980.927573
58,458621.287578
59,558904.678334
60,387894.957962
61,439126.150499
62,417416.685678
63,411035.90799
64,380502.545292
65,681676.423969
66,745092.622453
67,639045.155382
68,616412.177162
69,603231.546029
70,530424.97465
71,535035.810731
72,592101.84827
73,576037.955401
74,602334.218132
75,599106.068005
76,767550.75862
77,869980.114571
78,743735.339765
79,489702.519628
80,295005.224125
81,277351.197065
82,301907.99707
83,300781.004677
84,327808.412196
85,364343.878643
86,386187.912844
87,321839.968561
88,288863.436774
89,337141.167304
90,347577.389736
91,337980.00816
92,337980.00816
93,329158.298506
94,357222.408657
95,291842.796207
96,302044.089456
97,300545.406494
98,270636.103875
99,347606.756467
100,268685.494417
101,268685.494417
102,296812.554954
103,293670.370551
104,298596.903327
105,286073.649964
106,284923.24696
107,281644.361533
108,332970.946036
109,322338.616988
110,330918.085853
111,345821.861692
112,283470.571641
113,309090.541765
114,273083.339247
115,307978.195214
116,309920.127259
117,284551.861692
118,365671.5485
119,353115.144171
120,350718.180647
121,294699.979807
122,295076.862705
123,303950.716831
124,663669.297274
125,419507.229321
126,431707.864878
127,437563.410284
128,406010.202796
129,372427.434512
130,431943.670031
131,610639.564026
132,413976.533832
133,628128.756281
134,564608.866622
135,565205.935822
136,419127.613934
137,398224.109966
138,406202.491496
139,410654.714021
140,365626.453543
141,394245.321786
142,408474.591878
143,372755.102681
144,381945.36736
145,448491.469737
146,377275.873049
147,426213.746766
148,410780.809624
149,505994.812469
150,464805.45268
151,512085.234119
152,475380.59397
153,518592.619216
154,372751.728226
155,373658.526626
156,376600.556827
157,470467.626869
158,607398.180677
159,382438.989172
160,365755.485925
161,526546.006909
162,537909.659605
163,511229.159113
164,483955.156605
165,454890.89582
166,434714.775141
167,599789.696931
168,568450.314184
169,474950.180358
170,480621.48213
171,519725.16394
172,557073.559395
173,711460.142948
174,738226.644722
175,710267.504101
176,731527.097192
177,658299.815521
178,639490.843977
179,789319.110838
180,746057.171659
181,709235.294761
182,841108.219675
183,817906.883524
184,410158.374093
185,388509.714301
186,324260.699428
187,268066.398555
188,263460.952207
189,263460.952207
190,602085.754674
191,512815.137086
192,525080.630086
193,513417.774702
194,524535.305156
195,635188.056463
196,536467.082053
197,487003.941927
198,572893.446093
199,579184.530399
200,546383.498344
201,604139.53529
202,546603.688355
203,652910.147061
204,576233.348128
205,550316.636655
206,509608.929679
207,795401.890536
208,722532.424362
209,592877.412102
210,715495.341865
211,770706.91247
212,655808.64655
213,845095.870737
214,755881.207249
215,845095.870737
216,658455.712837
217,704876.578748
218,786265.967535
219,771063.920612
220,757998.500906
221,1003397.41526
222,905188.58711
223,845788.158614
224,664031.097751
225,817862.257637
226,261408.679766
227,259554.723213
228,289890.504196
229,268462.725395
230,264723.355516
231,285034.352858
232,271253.676788
233,312816.571028
234,275438.211592
235,317577.63144
236,279071.858407
237,261839.856952
238,251664.790838
239,260411.996642
240,288661.871103
241,261889.311914
242,274287.665971
243,271742.090861
244,257397.305613
245,261626.572214
246,263773.734495
247,273159.642256
248,271396.025327
249,259330.106297
250,288526.356929
251,265850.257201
252,284433.407126
253,276236.897342
254,510061.727373
255,400681.043889
256,453092.145302
257,380099.310718
258,397695.5599
259,352756.673768
260,389504.715834
261,391857.880833
262,393689.588618
263,398630.341788
264,417402.379134
265,408558.982742
266,403504.053579
267,339921.556792
268,355578.930203
269,333321.757127
270,362353.074964
271,334111.944382
272,353729.261683
273,318087.279433
274,390859.364264
275,331157.325092
276,438324.810343
277,403670.428732
278,426369.260108
279,443184.176615
280,394100.352684
281,404410.902183
282,388715.100027
283,532555.741331
284,440331.001058
285,548198.367607
286,618236.106609
287,576951.22083
288,533243.953967
289,541082.99987
290,557549.929095
291,644905.790317
292,630928.289712
293,600810.606561
294,657023.129348
295,717633.759072
296,819515.403217
297,598431.613237
298,247776.393383
299,387534.769962
300,385067.333389
301,379894.431915
302,471837.067955
303,590957.011061
304,609234.207749
305,552962.620287
306,409701.856982
307,309412.549013
308,312338.567128
309,484260.889817
310,474350.928551
311,618728.703862
312,571090.667203
313,553880.789154
314,544955.925066
315,322099.423686
316,308700.26085
317,292709.116492
318,343371.610304
319,458209.318945
320,355181.047964
321,386120.175576
322,345298.127444
323,346983.034975
324,574716.866164
325,568070.932782
326,547152.948231
327,520132.265763
328,278634.27211
329,653426.325832
330,635374.316848
331,689076.668453
332,464050.003474
333,545098.086328
334,476389.237784
335,487755.309446
336,557802.995125
337,559699.737067
338,558583.55988
339,559699.737067
340,723491.01584
341,836592.238423
342,810349.278516
343,772892.056098
344,641509.670729
345,707225.553027
346,694919.948168
347,722072.043986
348,640692.237626
349,567868.317756
350,820867.773026
351,662940.089452
352,787726.337183
353,729301.200433
354,730675.715836
355,683668.550836
356,595558.252723
357,524739.36726
358,800767.736938
359,759963.593396
360,912970.862282
361,630506.603906
362,704642.88906
363,810600.454511
364,822816.492194
365,702785.623034
366,641098.493153
367,670808.291413
368,789076.404289
369,848293.834783
370,707347.37701
371,840577.536097
372,743163.378415
373,880950.636377
374,764065.868942
375,708523.223151
376,634814.69012
377,642344.729035
378,278292.599561
379,293526.501687
380,263750.228186
381,281467.681995
382,286645.504633
383,288551.99952
384,319910.886054
385,338538.822605
386,340843.882679
387,370152.461734
388,315488.222394
389,343708.251133
390,334626.051233
391,321379.537496
392,403786.015756
393,361207.637251
394,366580.733455
395,359611.856185
396,398784.083648
397,467488.189126
398,358248.441955
399,450954.305166
400,305331.670776
401,320580.147906
402,333874.277863
403,411285.682587
404,404436.155593
405,411285.682587
406,417132.450929
407,433102.181399
408,380016.089243
409,431498.922964
410,421576.857246
411,420092.737474
412,414127.117632
413,454445.526938
414,446346.798905
415,461018.315835
416,442686.507541
417,422874.534968
418,592214.462658
419,420201.967088
420,457758.195385
421,451562.974462
422,457269.36565
423,658479.932065
424,606008.318489
425,545015.759147
426,570187.92378
427,603988.951406
428,546620.571219
429,577538.401013
430,386657.612765
431,459939.57825
432,445033.092483
433,611374.335784
434,558474.323604
435,576665.912895
436,574826.053889
437,621698.489417
438,636125.450019
439,683543.80897
440,563995.929507
441,563357.004496
442,574077.771561
443,559497.491495
444,384624.155078
445,380923.886249
446,629779.828982
447,392700.797051
448,440823.026548
449,329119.453622
450,350534.747112
451,433144.207243
452,418490.961763
453,434370.5383
454,414887.425143
455,414887.425143
456,469914.262845
457,458965.92033
458,385722.066376
459,458765.59115
460,439537.693795
461,826414.654906
462,903004.461207
463,1005771.38734
464,944959.900584
465,935425.080728
466,306827.571898
467,306752.815779
468,255670.997698
469,328393.991149
470,337963.626611
471,337207.62781
472,348755.816241
473,345420.200819
474,327628.774153
475,346805.071629
476,331683.289233
477,337628.189346
478,349367.15203
479,335628.64233
480,339981.553448
481,346920.470929
482,387533.132616
483,334898.113975
484,331345.972376
485,343865.692507
486,325393.301901
487,345414.744766
488,355661.05651
489,375491.689285
490,325222.473113
491,343693.447928
492,361807.769368
493,371635.604042
494,369929.333422
495,362464.191035
496,326122.748492
497,305685.774443
498,340534.836978
499,327386.578438
500,319253.841371
501,385573.334471
502,403317.988495
503,397375.286815
504,423183.948924
505,400636.53121
506,382114.163936
507,369922.825202
508,366840.657404
509,366937.651136
510,371045.960365
511,391658.418282
512,411946.26522
513,447223.769267
514,418740.513992
515,535279.957098
516,507086.028066
517,542392.709164
518,491680.847201
519,508373.955669
520,561050.744214
521,491126.663368
522,612069.087922
523,526205.635201
524,505078.161323
525,487395.0218
526,555220.497863
527,524475.601438
528,516519.371592
529,344934.897026
530,367418.171351
531,397174.266799
532,340619.972901
533,429405.532089
534,365190.259232
535,341342.605054
536,328344.669557
537,417059.103982
538,331866.029131
539,291868.675632
540,275997.404002
541,366355.089268
542,291591.501713
543,284552.819002
544,347242.345736
545,271424.765829
546,337032.840714
547,543370.061432
548,686229.871199
549,687893.006002
550,622645.62719
551,622645.62719
552,506730.962335
553,502279.586998
554,716026.809109
555,692579.747348
556,529979.289772
557,506138.845258
558,389130.499097
559,401933.713663
560,828424.190038
561,815327.290587
562,715303.225028
563,575830.55863
564,319877.102586
565,308887.882236
566,239205.152855
567,239205.152855
568,399279.806523
569,235479.863583
570,254321.761708
571,238292.705364
572,266998.518167
573,431077.010794
574,268413.116251
575,358937.889172
576,383497.29562
577,243508.307627
578,249055.205575
579,310625.578866
580,292027.289395
581,309478.976323
582,300930.890257
583,466553.124183
584,589097.923715
585,679366.699984
586,609592.875489
587,484938.206105
588,486046.587912
589,532766.183942
590,587982.936352
591,574810.634748
592,652256.908614
593,627988.784862
594,546797.864735
595,696791.489426
596,720470.23933
597,372540.908126
598,397041.018941
599,421640.462824
600,363373.944369
601,427265.530633
602,378986.621046
603,420967.425716
604,388589.028035
605,603546.289318
606,604021.189657
607,748372.805236
608,813123.073025
609,537907.486279
610,767168.898749
611,641834.168947
612,294958.048037
613,290052.003452
614,299353.716931
615,294466.231182
616,253206.499502
617,285731.735739
618,278649.46542
619,323286.725778
620,267306.853038
621,274369.491587
622,289197.597636
623,288043.707175
624,280987.1088
625,289068.625711
626,278272.706397
627,292925.377668
628,271962.85809
629,296869.567339
630,278487.235074
631,363730.827595
632,368807.124868
633,370543.631284
634,349598.721386
635,376601.911345
636,369422.821018
637,368878.977306
638,403128.601415
639,394422.060859
640,397012.855268
641,419734.561551
642,357151.105881
643,407527.624763
644,378767.494651
645,426180.789102
646,447990.971055
647,461687.657639
648,412213.424934
649,357522.041411
650,366164.623325
651,364080.705501
652,311127.491674
653,327821.310162
654,366635.452751
655,401400.767033
656,344790.700811
657,386769.95962
658,402490.093835
659,360745.131373
660,389847.312192
661,380736.773146
662,373337.332373
663,447450.041075
664,422723.198732
665,389467.942665
666,413794.673244
667,424498.387304
668,405052.835783
669,527947.229179
670,540237.439635
671,600596.366652
672,517881.074483
673,605952.540577
674,479277.062679
675,463146.889175
676,447236.405626
677,447236.405626
678,469730.341744
679,425496.919372
680,551702.694447
681,682647.558398
682,733600.589951
683,670373.331153
684,754401.301909
685,633340.809809
686,604480.200874
687,807193.375756
688,750669.524863
689,765786.301301
690,578755.765675
691,611865.361393
692,294021.111194
693,284632.883667
694,316879.444637
695,289683.220711
696,271066.942139
697,281470.74848
698,329136.509132
699,272613.436197
700,267646.412657
701,280048.412893
702,316611.946575
703,294030.186032
704,276545.551378
705,283292.846535
706,271131.743657
707,322271.841047
708,371640.453603
709,281958.777609
710,331941.749742
711,246012.92816
712,281958.777609
713,500824.934753
714,396045.83481
715,423466.576851
716,498646.687253
717,399320.201775
718,486499.803234
719,446904.741938
720,485626.350014
721,468484.446576
722,524475.597366
723,436435.313713
724,569804.192388
725,451134.592409
726,481326.415427
727,430348.672962
728,432373.519684
729,621993.25016
730,635532.201684
731,653040.704988
732,598905.38351
733,645356.666058
734,617348.770603
735,626143.734383
736,642869.167184
737,600134.051173
738,791898.123816
739,236259.121553
740,229049.111186
741,241182.347797
742,237372.776672
743,228457.390591
744,231298.863746
745,240050.117328
746,238643.873372
747,230149.931484
748,232032.876222
749,260881.398594
750,254141.637395
751,245871.13263
752,253462.957452
753,279529.953209
754,269589.142263
755,248779.152448
756,273379.589003
757,279321.058329
758,290237.538245
759,296381.727799
760,279881.644817
761,282170.0112
762,345127.66747
763,326815.620343
764,266397.440581
765,269377.55178
766,264679.05342
767,266643.687799
768,302529.859471
769,376583.198684
770,379199.380483
771,390550.95125
772,353906.823958
773,371718.382262
774,319682.608479
775,332644.321008
776,343500.595697
777,385568.682135
778,399310.349917
779,470982.867739
780,385568.682135
781,333458.634133
782,332086.185784
783,363593.074087
784,382541.802756
785,382917.971504
786,361782.167525
787,360445.287561
788,343258.957687
789,351042.902396
790,359459.982137
791,432467.11853
792,514153.529851
793,367615.392273
794,423900.866274
795,447965.204247
796,396482.558307
797,422638.469388
798,428407.961344
799,359269.416258
800,365292.199831
801,383750.786377
802,388136.437991
803,395190.7184
804,404053.225845
805,411948.728308
806,372221.86651
807,383770.303349
808,366881.099245
809,383770.303349
810,328869.672581
811,347320.924184
812,336111.409686
813,313105.232869
814,345126.01934
815,331945.494897
816,332169.273161
817,332734.276673
818,322169.945224
819,341040.954295
820,322935.026258
821,414362.404898
822,452091.469236
823,418701.860599
824,374847.176038
825,424938.18402
826,404287.171196
827,355386.882134
828,386684.808801
829,347734.809819
830,359391.130381
831,444575.697162
832,440687.720757
833,436758.862614
834,390410.536931
835,392397.861676
836,397211.941222
837,506439.863951
838,546440.803284
839,488305.176538
840,441997.925561
841,430195.677633
842,437994.582801
843,498690.95588
844,437221.821251
845,449892.520915
846,450733.368715
847,429689.908336
848,511339.811606
849,505852.32812
850,509028.631506
851,491710.633735
852,491877.77942
853,426261.805956
854,473477.203315
855,456864.28378
856,441842.543418
857,405018.778581
858,412422.14373
859,395554.61428
860,432011.839546
861,433783.422977
862,414993.705955
863,398497.21307
864,385604.299047
865,424157.577814
866,411311.726291
867,499483.532539
868,469529.789201
869,557963.930778
870,454723.241778
871,547033.308963
872,450964.605676
873,444690.521176
874,596040.358238
875,569941.946116
876,434122.935341
877,433892.190869
878,565609.103022
879,516091.139038
880,532219.968893
881,564777.279808
882,556265.647672
883,625636.761811
884,589471.340159
885,536705.854554
886,550433.407989
887,538555.652169
888,509141.284256
889,481227.145401
890,611473.697822
891,655706.442715
892,258794.154899
893,280828.375969
894,275879.62612
895,280383.352894
896,277105.236375
897,445731.880756
898,280265.370284
899,774639.224134
900,221192.990423
901,226232.61524
902,219144.996198
903,654852.533791
904,344881.134649
905,402443.113436
906,312065.334112
907,344914.208043
908,404879.984397
909,275558.367929
910,249934.502138
911,277121.132001
912,254956.095492
913,357436.013801
914,634640.983282
915,590656.934647
916,396981.481183
917,424521.025791
918,483313.581656
919,445066.763993
920,503897.338919
921,536205.28853
922,527657.212723
923,447105.168069
924,547114.782493
925,667780.856084
926,623094.080627
927,358831.42301
928,547004.316609
929,371226.700666
930,671369.522572
931,777560.263675
932,840903.027135
933,621545.201867
934,747661.193465
935,621605.396414
936,660172.328147
937,665383.883198
938,731449.589991
939,796802.059252
940,569383.250716
941,623194.373729
942,654238.856536
943,595817.470184
944,793916.671363
945,467567.858321
946,439109.721121
947,359677.812636
948,437341.979726
949,436063.335451
950,405262.479434
951,399723.920999
952,371668.609459
953,448704.043769
954,496350.377254
955,818648.600123
956,379055.420722
957,403533.096295
958,393277.399203
959,405143.53193
960,448945.018248
961,417397.285651
962,384163.255542
963,389149.867708
964,392984.625681
965,411725.482466
966,400737.014371
967,415115.454675
968,385492.354095
969,395754.985694
970,384555.327084
971,421306.333575
972,377096.373456
973,476280.211531
974,455297.959429
975,472509.090798
976,453923.989897
977,455513.263784
978,496292.152491
979,450931.79111
980,473400.15423
981,473665.835278
982,497538.731452
983,473325.076318
984,467467.364268
985,440757.580139
986,475683.365141
987,475190.17778
988,477792.468727
989,656937.793323
990,613202.212448
991,615040.924326
992,723684.926754
993,700800.75629
994,618544.987745
995,574372.966631
996,579695.497128
997,540588.900443
998,554595.01854
999,582462.171216
1000,689193.906154
1001,673964.404676
1002,668505.327932
1003,654105.533409
1004,725441.780738
1005,602467.515703
1006,582121.151075
1007,632556.849011
1008,626874.299633
1009,574172.867017
1010,346101.32631
1011,353578.971874
1012,325527.497509
1013,327856.228278
1014,345876.231466
1015,343799.283779
1016,378111.146055
1017,357481.422861
1018,454195.65888
1019,453550.195877
1020,348648.350282
1021,437371.566137
1022,372814.376329
1023,425481.260866
1024,388594.185806
1025,401084.843899
1026,426583.932982
1027,435781.802545
1028,425481.260866
1029,425481.260866
1030,408901.305369
1031,471498.384141
1032,438691.288958
1033,432497.520617
1034,395116.200888
1035,422841.702391
1036,426159.682283
1037,437691.347216
1038,426173.730564
1039,451734.115521
1040,388739.924129
1041,440344.446108
1042,416820.972453
1043,432497.520617
1044,498709.655808
1045,435533.623201
1046,422841.702391
1047,369330.55365
1048,439679.641096
1049,505874.035741
1050,450406.303982
1051,387423.156832
1052,495850.359743
1053,363287.272406
1054,505874.035741
1055,480435.259991
1056,499815.495541
1057,497064.275248
1058,487945.709942
1059,476280.668598
